,artists,album,genre,scores,years,labels,dates,reviewer,Release Year,day,month,electronic,pop,r&b,rap,experimental,rock,global,folk,country,jazz,Reissue,Prev1,Prev2,Prev3,Prev4,Prev5,Prev6,Prev7,Prev8,Prev9,Prev10,Wait,Major,MajorIndie,Label Switch,Other
6929,Die Antwoord,Ten$ion,Rap,4.2,2012,ZEF,2012-02-10,Andrew Ryce,2012,10,2,0,0,0,1,0,0,0,0,0,0,0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
8528,Die Antwoord,$O$,Rap,5.5,2010,Interscope/Cherrytree,2010-10-20,Scott Plagenhoef,2010,20,10,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
3016,Dick Diver,"Melbourne, Florida",Rock,7.8,2015,Chapter/Trouble in Mind,2015-03-06,Jake Cleland,2015,6,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1352,Diarrhea Planet,Turn to Gold,Rock,6.4,2016,Infinity Cat,2016-06-15,Benjamin Scheim,2016,15,6,0,0,0,0,0,1,0,0,0,0,0,6.2,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
3310,Diarrhea Planet,Aliens in the Outfield EP,Rock,6.2,2014,Infinity Cat,2014-11-20,Paul Thompson,2014,20,11,0,0,0,0,0,1,0,0,0,0,0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
4932,Diarrhea Planet,I'm Rich Beyond Your Wildest Dreams,Rock,6.9,2013,Infinity Cat Recordings,2013-08-19,Jayson Greene,2013,19,8,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10975,Dianogah,qhnnnl,Rock,7.4,2008,Southern,2008-11-03,David Raposa,2008,3,11,0,0,0,0,0,1,0,0,0,0,0,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0,0,0,1
18683,Dianogah,Millions of Brazilians,Rock,6.8,2002,Southern,2002-08-21,Kevin Adickes,2002,21,8,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14103,Diane Cluck,Macy's Day Bird / Black With Green Leaves,Folk/Country,6.1,2006,Important,2006-05-25,Matthew Murphy,2006,25,5,0,0,0,0,0,0,0,1,1,0,0,5.7,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
14398,Diane Cluck,Oh Vanille/Ova Nil,Folk/Country,5.7,2005,Important,2006-03-15,Zach Baron,2005,15,3,0,0,0,0,0,0,0,1,1,0,0,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
14399,Diane Cluck,Countless Times,Folk/Country,5.7,2005,Important,2006-03-15,Zach Baron,2005,15,3,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10302,Diamond Watch Wrists,Ice Capped at Both Ends,,6.2,2009,Warp,2009-05-27,Jess Harvell,2009,27,5,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
6670,Diamond Rugs,Diamond Rugs,,5.1,2012,Partisan,2012-04-20,Ian Cohen,2012,20,4,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
5961,Diamond Rings,Free Dimensional,ElectronicRock,5.8,2012,Astralwerks,2012-10-29,Ian Cohen,2012,29,10,1,0,0,0,0,1,0,0,0,0,0,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
8448,Diamond Rings,Special Affections,ElectronicRock,8.2,2010,Secret City,2010-11-09,Stuart Berman,2010,9,11,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14918,Diamond Nights,Popsicle,Rock,5.4,2005,Kemado,2005-10-20,Adam Moerder,2005,20,10,0,0,0,0,0,1,0,0,0,0,0,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
15241,Diamond Nights,Once We Were Diamonds EP,Rock,4.9,2005,Kemado,2005-07-26,Adam Moerder,2005,26,7,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
290,Diamanda Galás,At Saint Thomas the Apostle Harlem,Experimental,7.5,2017,Intravenal Sound Operations,2017-03-27,Colin Joyce,2017,27,3,0,0,0,0,1,0,0,0,0,0,0,7.7,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
291,Diamanda Galás,All The Way,Experimental,7.7,2017,Intravenal Sound Operations,2017-03-27,Colin Joyce,2017,27,3,0,0,0,0,1,0,0,0,0,0,0,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,0,0,1,1
16797,Diamanda Galás,"Defixiones, Will and Testament",Experimental,8.5,2003,Mute,2004-05-19,Brandon Stosuy,2003,19,5,0,0,0,0,1,0,0,0,0,0,0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,1,0,0
16798,Diamanda Galás,La Serpenta Canta,Experimental,8.0,2003,Mute,2004-05-19,Brandon Stosuy,2003,19,5,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
13253,Dexys Midnight Runners,The Projected Passion Revue,ElectronicRock,8.0,2007,Mercury/Universal,2007-02-08,Stuart Berman,2007,8,2,1,0,0,0,0,1,0,0,0,0,0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1,0,1,0
17480,Dexys Midnight Runners,Let's Make This Precious: The Best of Dexys Midnight Runners,ElectronicRock,9.0,2003,Universal/EMI,2003-10-05,Scott Plagenhoef,2003,5,10,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
6453,Dexys,One Day I'm Going to Soar,,6.7,2012,BMG,2012-06-13,Tom Ewing,2012,13,6,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
734,Devonwho,Luz,Rap,6.5,2016,Leaving,2016-11-18,Benjamin Scheim,2016,18,11,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3861,Devonté Hynes,Palo Alto: Original Motion Picture Score,Pop/R&B,5.5,2014,Domino,2014-06-18,Ian Cohen,2014,18,6,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
11271,Devon Williams,Carefree,Pop/R&B,6.6,2008,Ba Da Bing!,2008-08-15,Amy Granzin,2008,15,8,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
8953,Devo,Something For Everybody,Rock,6.6,2010,Warner Bros.,2010-06-17,Marc Masters,2010,17,6,0,0,0,0,0,1,0,0,0,0,0,7.9,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,1,0,1,0
5059,Devo,Hardcore Volume 2,Rock,7.9,1991/2013,Superior Viaduct,2013-07-15,Andy Beta,1991,15,7,0,0,0,0,0,1,0,0,0,0,0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
5058,Devo,Hardcore Volume 1,Rock,8.6,1990/2013,Superior Viaduct,2013-07-15,Andy Beta,1990,15,7,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
9009,Devin the Dude,Suite #420,Pop/R&BRap,5.3,2010,Koch,2010-06-02,Tom Breihan,2010,2,6,0,1,1,1,0,0,0,0,0,0,0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
13063,Devin the Dude,Waitin' to Inhale,Pop/R&BRap,7.8,2007,Rap-A-Lot,2007-03-29,Tom Breihan,2007,29,3,0,1,1,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
15777,Devin Davis,"Lonely People of the World, Unite!",Rock,7.2,2005,Mousse,2005-03-14,Ryan Dombal,2005,14,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
15086,Devendra BanhartJana Hunter,Devendra Banhart/ Jana Hunter,Folk/Country,7.0,2005,NA/NA,2005-09-07,Matthew Murphy,2005,7,9,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
953,Devendra Banhart,Ape in Pink Marble,Folk/Country,6.6,2016,Nonesuch,2016-09-27,Sam Sodomsky,2016,27,9,0,0,0,0,0,0,0,1,1,0,0,7.6,4.0,6.5,8.4,8.0,8.4,7.7,7.8,-1.0,-1.0,3.0,0,0,0,1
5519,Devendra Banhart,Mala,Folk/Country,7.6,2013,Nonesuch,2013-03-12,Ian Cohen,2013,12,3,0,0,0,0,0,0,0,1,1,0,0,4.0,6.5,8.4,8.0,8.4,7.7,7.8,-1.0,-1.0,-1.0,4.0,0,0,1,1
9732,Devendra Banhart,What Will We Be,Folk/Country,4.0,2009,Warner Bros.,2009-10-30,Grayson Currin,2009,30,10,0,0,0,0,0,0,0,1,1,0,0,6.5,8.4,8.0,8.4,7.7,7.8,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
12436,Devendra Banhart,Smokey Rolls Down Thunder Canyon,Folk/Country,6.5,2007,XL,2007-09-21,Marc Masters,2007,21,9,0,0,0,0,0,0,0,1,1,0,0,8.4,8.0,8.4,7.7,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,0,0
15069,Devendra Banhart,Cripple Crow,Folk/Country,8.4,2005,XL,2005-09-12,Brandon Stosuy,2005,12,9,0,0,0,0,0,0,0,1,1,0,0,8.0,8.4,7.7,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,1,1,0
16366,Devendra Banhart,Niño Rojo,Folk/Country,8.0,2004,Young God,2004-09-21,Dominique Leone,2004,21,9,0,0,0,0,0,0,0,1,1,0,0,8.4,7.7,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
17003,Devendra Banhart,Rejoicing in the Hands,Folk/Country,8.4,2004,Young God,2004-03-16,Dominique Leone,2004,16,3,0,0,0,0,0,0,0,1,1,0,0,7.7,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
17864,Devendra Banhart,The Black Babies EP,Folk/Country,7.7,2003,Young God,2003-06-09,Joe Tangari,2003,9,6,0,0,0,0,0,0,0,1,1,0,0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
18479,Devendra Banhart,Oh Me Oh My...,Folk/Country,7.8,2002,Young God,2002-11-05,Dominique Leone,2002,5,11,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
11583,Devastations,"Yes, U",Rock,7.7,2008,Beggars Banquet,2008-05-21,Brian Howe,2008,21,5,0,0,0,0,0,1,0,0,0,0,0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
13509,Devastations,Coal,Rock,7.5,2006,Brassland,2006-11-15,Brian Howe,2006,15,11,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
16713,Detachment Kit,Of This Blood...,Rock,7.3,2004,Frenchkiss,2004-06-13,Joe Tangari,2004,13,6,0,0,0,0,0,1,0,0,0,0,0,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
19278,Detachment Kit,They Raging. Quiet Army,Rock,7.1,2002,NA/NA,2002-01-21,Joe Tangari,2002,21,1,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2286,Destruction Unit,Negative Feedback Resistor,Rock,6.6,2015,Sacred Bones,2015-09-23,Sam Lefebvre,2015,23,9,0,0,0,0,0,1,0,0,0,0,0,7.4,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,0,1
4921,Destruction Unit,Deep Trip,Rock,7.4,2013,Sacred Bones,2013-08-21,Jason Heller,2013,21,8,0,0,0,0,0,1,0,0,0,0,0,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,1,1
5583,Destruction Unit,Void,Rock,6.4,2013,Jolly Dream,2013-02-26,Evan Minsker,2013,26,2,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2383,Destroyer,Poison Season,Rock,7.6,2015,Merge/Dead Oceans,2015-09-03,Jayson Greene,2015,3,9,0,0,0,0,0,1,0,0,0,0,0,7.9,7.1,8.8,7.1,7.1,7.7,9.1,8.0,7.7,8.5,2.0,0,1,0,0
4579,Destroyer,Five Spanish Songs EP,Rock,7.9,2013,Merge/Dead Oceans,2013-11-25,Stuart Berman,2013,25,11,0,0,0,0,0,1,0,0,0,0,0,7.1,8.8,7.1,7.1,7.7,9.1,8.0,7.7,8.5,6.8,2.0,0,1,1,0
7765,Destroyer,Ideas For Songs,Rock,7.1,2011,Triple Crown,2011-05-27,Paul Thompson,2011,27,5,0,0,0,0,0,1,0,0,0,0,0,8.8,7.1,7.1,7.7,9.1,8.0,7.7,8.5,6.8,8.6,0.0,0,0,1,1
8243,Destroyer,Kaputt,Rock,8.8,2011,Merge/Dead Oceans,2011-01-24,Mark Richardson,2011,24,1,0,0,0,0,0,1,0,0,0,0,0,7.1,7.1,7.7,9.1,8.0,7.7,8.5,6.8,8.6,4.4,1.0,0,1,1,0
8489,Destroyer,"Archer on the Beach 12""",Rock,7.1,2010,Merge,2010-10-29,Mike Powell,2010,29,10,0,0,0,0,0,1,0,0,0,0,0,7.1,7.7,9.1,8.0,7.7,8.5,6.8,8.6,4.4,7.9,0.0,0,1,0,0
9175,Destroyer,City of Daughters,Rock,7.1,2010,Merge,2010-04-19,Paul Thompson,2010,19,4,0,0,0,0,0,1,0,0,0,0,0,7.7,9.1,8.0,7.7,8.5,6.8,8.6,4.4,7.9,6.5,0.0,0,1,0,0
9176,Destroyer,Thief,Rock,7.7,2010,Merge,2010-04-19,Paul Thompson,2010,19,4,0,0,0,0,0,1,0,0,0,0,0,9.1,8.0,7.7,8.5,6.8,8.6,4.4,7.9,6.5,-1.0,0.0,0,1,0,0
9177,Destroyer,Streethawk: A Seduction,Rock,9.1,2010,Merge,2010-04-19,Paul Thompson,2010,19,4,0,0,0,0,0,1,0,0,0,0,0,8.0,7.7,8.5,6.8,8.6,4.4,7.9,6.5,-1.0,-1.0,1.0,0,1,0,0
10024,Destroyer,Bay of Pigs EP,Rock,8.0,2009,Merge,2009-08-10,Paul Thompson,2009,10,8,0,0,0,0,0,1,0,0,0,0,0,7.7,8.5,6.8,8.6,4.4,7.9,6.5,-1.0,-1.0,-1.0,1.0,0,1,0,0
11804,Destroyer,Trouble in Dreams,Rock,7.7,2008,Merge,2008-03-25,William Bowers,2008,25,3,0,0,0,0,0,1,0,0,0,0,0,8.5,6.8,8.6,4.4,7.9,6.5,-1.0,-1.0,-1.0,-1.0,2.0,0,1,0,0
14497,Destroyer,Destroyer's Rubies,Rock,8.5,2006,Merge,2006-02-20,Matt LeMay,2006,20,2,0,0,0,0,0,1,0,0,0,0,0,6.8,8.6,4.4,7.9,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,1,0,0
15945,Destroyer,Notorious Lightning and Other Works EP,Rock,6.8,2005,Merge,2005-01-27,Matthew Murphy,2005,27,1,0,0,0,0,0,1,0,0,0,0,0,8.6,4.4,7.9,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,1,0,0
17014,Destroyer,Your Blues,Rock,8.6,2004,Merge,2004-03-14,Matt LeMay,2004,14,3,0,0,0,0,0,1,0,0,0,0,0,4.4,7.9,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,0,0
18504,Destroyer,This Night,Rock,4.4,2002,Merge,2002-10-29,Ryan Kearney,2002,29,10,0,0,0,0,0,1,0,0,0,0,0,7.9,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,1,0
19956,Destroyer,Thief,Rock,7.9,2000,NA/NA,2000-07-31,Matt LeMay,2000,31,7,0,0,0,0,0,1,0,0,0,0,0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0,0,1,1
13536,Destroyer,We'll Build Them a Golden Bridge,Rock,6.5,1996/2006,Tinker,2006-11-08,William Bowers,1996,8,11,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14900,Destiny?s Child,1's,Pop/R&B,7.2,,Columbia/Sony,2005-10-26,Jess Harvell,2005,26,10,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
15394,Despistado,The People of and Their Verses,Rock,7.5,2005,Jade Tree,2005-06-13,Adam Moerder,2005,13,6,0,0,0,0,0,1,0,0,0,0,0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
16686,Despistado,The Emergency Response EP,Rock,7.9,2004,Jade Tree,2004-06-21,Jonathan Zwickel,2004,21,6,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10037,Desolation Wilderness,New Universe,Rock,6.3,2009,K,2009-08-05,Paul Thompson,2009,5,8,0,0,0,0,0,1,0,0,0,0,0,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
10561,Desolation Wilderness,White Light Strobing,Rock,5.6,2008,K,2009-03-19,Paul Thompson,2008,19,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
8069,Desolate,The Invisible Insurrection,Electronic,7.5,2011,Fauxpas Musik,2011-03-08,Andrew Gaerig,2011,8,3,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
15333,Desmond Dekker,You Can Get It If You Really Want,GlobalRock,7.8,2005,Trojan,2005-06-29,Jess Harvell,2005,29,6,0,0,0,0,0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1283,Desiigner,New English,Rap,4.7,2016,G.O.O.D. Music,2016-07-02,Matthew Ramirez,2016,2,7,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3685,Desertshore,Migrations of Glass,,7.2,2014,Darkhan,2014-08-07,Jason Heller,2014,7,8,0,0,0,0,0,0,0,0,0,0,0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
7103,Desertshore,Drawing of Threes,,6.9,2011,Caldo Verde,2011-12-06,Stephen M. Deusner,2011,6,12,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
16970,Desert Sessions,Desert Sessions 9 & 10,MetalRock,7.4,2003,Ipecac,2004-03-28,Chris Weber,2003,28,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1147,Descendents,Hypercaffium Spazzinate,MetalRock,7.3,2016,Epitaph,2016-08-04,Zoe Camp,2016,4,8,0,0,0,0,0,1,0,0,0,0,0,7.1,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,0,0,1,1
16817,Descendents,Cool to Be You,MetalRock,7.1,2004,Fat Wreck Chords,2004-05-13,Sam Ubl,2004,13,5,0,0,0,0,0,1,0,0,0,0,0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
16977,Descendents,'Merican EP,MetalRock,6.9,2004,Fat Wreck Chords,2004-03-25,Christopher Sebela,2004,25,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2633,Desaparecidos,Payola,Rock,7.6,2015,Epitaph,2015-06-22,Ian Cohen,2015,22,6,0,0,0,0,0,1,0,0,0,0,0,4.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,0,0,1,1
19069,Desaparecidos,Read Music - Speak Spanish,Rock,4.6,2002,NA/NA,2002-04-03,Rob Mitchum,2002,3,4,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
8001,Derrick Carter,Fabric 56,Electronic,5.1,2011,Fabric,2011-03-25,Andrew Gaerig,2011,25,3,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14861,Derek Bailey,Carpal Tunnel,ExperimentalJazzRock,7.0,2005,Tzadik,2005-11-03,Matthew Murphy,2005,3,11,0,0,0,0,1,1,0,0,0,1,0,8.0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,1,1
15147,Derek Bailey,The Gospel Record,ExperimentalJazzRock,8.0,2005,Shaking Ray,2005-08-21,Dominique Leone,2005,21,8,0,0,0,0,1,1,0,0,0,1,0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
18837,Derek Bailey,Ballads,ExperimentalJazzRock,8.1,2002,NA/NA,2002-06-26,Dominique Leone,2002,26,6,0,0,0,0,1,1,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2408,Deradoorian,The Expanding Flower Planet,Rock,8.0,2015,Anticon,2015-08-20,Philip Sherburne,2015,20,8,0,0,0,0,0,1,0,0,0,0,0,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0,0,1,1
10361,Deradoorian,Mind Raft,Rock,5.8,2009,Lovepump United,2009-05-08,Mike Powell,2009,8,5,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3384,Deptford Goth,Songs,ElectronicPop/R&B,6.8,2014,37 Adventures,2014-11-03,Sasha Geffen,2014,3,11,1,1,1,0,0,0,0,0,0,0,0,6.0,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
5480,Deptford Goth,Life After Defo,ElectronicPop/R&B,6.0,2013,Cooperative/Merok,2013-03-21,Laura Snapes,2013,21,3,1,1,1,0,0,0,0,0,0,0,0,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
7151,Deptford Goth,Youth II EP,ElectronicPop/R&B,6.8,2011,Merok,2011-11-21,Emilie Friedlander,2011,21,11,1,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
322,Depeche Mode,Spirit,ElectronicRock,6.8,2017,Columbia,2017-03-18,Saby Reyes-Kulkarni,2017,18,3,1,0,0,0,0,1,0,0,0,0,0,5.0,4.3,6.3,8.2,7.0,5.9,5.5,7.9,8.0,7.5,4.0,1,0,1,0
5458,Depeche Mode,Delta Machine,ElectronicRock,5.0,2013,Mute/Columbia,2013-03-28,Douglas Wolk,2013,28,3,1,0,0,0,0,1,0,0,0,0,0,4.3,6.3,8.2,7.0,5.9,5.5,7.9,8.0,7.5,-1.0,2.0,1,1,1,0
7727,Depeche Mode,Remixes 2: 81-11,ElectronicRock,4.3,2011,Mute,2011-06-08,Douglas Wolk,2011,8,6,1,0,0,0,0,1,0,0,0,0,0,6.3,8.2,7.0,5.9,5.5,7.9,8.0,7.5,-1.0,-1.0,2.0,0,1,1,0
10431,Depeche Mode,Sounds of the Universe,ElectronicRock,6.3,2009,Mute/Capitol,2009-04-22,Joshua Klein,2009,22,4,1,0,0,0,0,1,0,0,0,0,0,8.2,7.0,5.9,5.5,7.9,8.0,7.5,-1.0,-1.0,-1.0,3.0,1,1,1,0
13457,Depeche Mode,The Best of Vol. 1,ElectronicRock,8.2,2006,Mute,2006-11-30,Jess Harvell,2006,30,11,1,0,0,0,0,1,0,0,0,0,0,7.0,5.9,5.5,7.9,8.0,7.5,-1.0,-1.0,-1.0,-1.0,1.0,0,1,0,0
